NAME,median_household_income,per_capita_income,population_below_poverty,poverty_universe,median_property_value,median_gross_rent,unemployed,labor_force,total_population,pop_white_alone,pop_black_alone,pop_aian_alone,pop_asian_alone,pop_nhpi_alone,pop_other_alone,pop_two_or_more_races,pop_hispanic_latino,education_universe,edu_high_school_diploma,edu_ged,edu_some_college_lt1yr,edu_some_college_gt1yr,edu_associates,edu_bachelors,edu_masters,edu_professional,edu_doctorate,state,county,tract,GEOID,poverty_rate,unemployment_rate,pct_white,pct_black,pct_asian,pct_hispanic,pct_bachelors_plus,pct_no_hs
Census Tract 201; Cook County; Illinois,64904,34005,758,4159,237900,1411,173,2467,4159,922,1664,37,460,0,508,568,873,3174,666,189,90,532,348,677,299,57,30,17,031,020100,17031020100,0.18225534984371244,0.07012565869477097,0.22168790574657368,0.4000961769656167,0.110603510459245,0.2099062274585237,0.33490863264020165,0.09010712035286705
Census Tract 202; Cook County; Illinois,120625,45854,378,7565,425600,1398,277,3293,7632,4235,460,0,1086,0,780,1071,1902,4419,631,207,138,355,383,936,742,242,224,17,031,020200,17031020200,0.04996695307336418,0.0841178256908594,0.5549004192872118,0.06027253668763103,0.14229559748427673,0.24921383647798742,0.4851776420004526,0.12695179904955878
Census Tract 203.01; Cook County; Illinois,78385,48617,723,4968,219200,1336,213,2153,4978,3899,128,27,393,0,277,254,382,3468,514,61,251,385,321,1001,661,143,49,17,031,020301,17031020301,0.14553140096618358,0.09893172317696237,0.7832462836480514,0.02571313780634793,0.07894736842105263,0.07673764564081961,0.5346020761245674,0.023644752018454396
Census Tract 203.02; Cook County; Illinois,71250,47333,608,4722,296300,1632,242,2199,5064,3535,346,27,602,0,211,343,445,3188,478,82,112,426,175,1067,533,88,111,17,031,020302,17031020302,0.12875900042354935,0.110050022737608,0.6980647709320695,0.06832543443917852,0.1188783570300158,0.08787519747235387,0.5643036386449184,0.03638644918444167
Census Tract 204; Cook County; Illinois,73790,44687,606,4349,344200,1463,153,2333,4363,1606,1272,43,419,0,284,739,1054,3049,450,64,176,154,203,987,539,43,64,17,031,020400,17031020400,0.1393423775580593,0.06558079725675096,0.3680953472381389,0.29154251661700664,0.09603483841393537,0.24157689663075865,0.5355854378484749,0.12102328632338477
Census Tract 205; Cook County; Illinois,37819,24127,2882,6359,184300,1346,228,3185,6625,2115,1021,21,1463,0,446,1559,1066,4532,1366,207,73,710,224,801,515,99,0,17,031,020500,17031020500,0.45321591445195786,0.07158555729984302,0.3192452830188679,0.1541132075471698,0.22083018867924528,0.16090566037735848,0.31222418358340687,0.11849073256840248
Census Tract 206.01; Cook County; Illinois,64127,29833,2042,6267,409300,1477,227,2710,6275,3051,328,0,1487,2,629,778,896,3667,198,49,301,473,213,1134,499,30,47,17,031,020601,17031020601,0.32583373224828466,0.08376383763837639,0.48621513944223105,0.052270916334661355,0.23697211155378486,0.14278884462151395,0.46632124352331605,0.1971638941914371
Census Tract 206.02; Cook County; Illinois,89663,38748,940,4788,423000,1627,82,2640,4790,2123,496,16,1321,0,488,346,984,3355,315,15,108,435,40,1576,321,30,41,17,031,020602,17031020602,0.19632414369256473,0.03106060606060606,0.4432150313152401,0.1035490605427975,0.2757828810020877,0.20542797494780793,0.5865871833084948,0.14128166915052165
Census Tract 207.01; Cook County; Illinois,108568,60896,147,1768,459800,1719,42,946,1771,797,156,11,420,0,124,263,257,1344,125,12,59,126,83,351,364,68,65,17,031,020701,17031020701,0.0831447963800905,0.04439746300211417,0.4500282326369283,0.088085827216262,0.23715415019762845,0.14511575381140598,0.6309523809523809,0.06770833333333337
Census Tract 207.02; Cook County; Illinois,63906,27761,1229,7859,225900,1441,261,3735,8057,4122,358,189,1943,0,641,804,2053,4970,985,138,358,599,311,704,691,88,146,17,031,020702,17031020702,0.15638121898460364,0.06987951807228916,0.5116048156882215,0.04443341193992801,0.24115675809854784,0.25480948243763185,0.32776659959758553,0.1911468812877264
Census Tract 208.01; Cook County; Illinois,74931,37778,437,5332,389400,1331,157,3150,5332,2226,775,25,911,0,510,885,1332,3917,821,337,99,439,273,1175,384,75,53,17,031,020801,17031020801,0.08195798949737435,0.04984126984126984,0.4174793698424606,0.14534883720930233,0.17085521380345087,0.24981245311327832,0.43068675006382434,0.06663262701046724
Census Tract 208.02; Cook County; Illinois,68725,22497,2056,8942,450000,1500,391,3588,8964,1907,182,123,3690,0,1450,1612,2497,4751,742,191,258,450,106,1321,592,59,35,17,031,020802,17031020802,0.22992619100872289,0.10897435897435898,0.21273984828201695,0.02030343596608657,0.41164658634538154,0.2785586791610888,0.42243738160387284,0.20985055777731
Census Tract 209.01; Cook County; Illinois,56291,28005,1174,6256,219900,1518,194,3288,6256,1366,1730,0,1512,0,675,973,1914,3798,701,113,167,378,154,866,535,0,181,17,031,020901,17031020901,0.18765984654731457,0.05900243309002433,0.21835038363171355,0.27653452685422,0.24168797953964194,0.3059462915601023,0.416535018430753,0.18509741969457605
Census Tract 209.02; Cook County; Illinois,45547,26315,864,3599,122600,1323,82,1439,4107,1459,718,70,1405,36,190,229,474,3086,1098,232,120,229,156,527,286,54,49,17,031,020902,17031020902,0.24006668519033064,0.05698401667824878,0.3552471390309228,0.17482347212076943,0.34209885561236913,0.1154127100073046,0.2968243681140635,0.10855476344782888
Census Tract 301.01; Cook County; Illinois,48929,41209,571,3515,274800,1267,381,2206,3515,1417,1092,17,533,0,96,360,318,3089,238,212,85,538,358,1109,321,68,22,17,031,030101,17031030101,0.1624466571834993,0.17271078875793291,0.4031294452347084,0.31066856330014225,0.15163584637268848,0.09046941678520626,0.49206863062479766,0.044674651990935565
Census Tract 301.02; Cook County; Illinois,59826,47653,835,3366,232800,1199,130,2269,3374,1734,429,7,845,0,65,294,416,2761,456,116,70,355,190,679,442,80,68,17,031,030102,17031030102,0.24806892453951276,0.05729396209784046,0.5139300533491404,0.12714878482513337,0.25044457617071725,0.12329579134558388,0.45961608113002533,0.1104672220210069
Census Tract 301.03; Cook County; Illinois,49545,46363,373,1467,197500,1268,141,1245,2132,1111,228,12,322,0,128,331,475,1266,95,44,29,134,132,468,197,55,52,17,031,030103,17031030103,0.25426039536468986,0.11325301204819277,0.5211069418386491,0.10694183864915573,0.15103189493433397,0.2227954971857411,0.6097946287519748,0.04739336492891
Census Tract 301.04; Cook County; Illinois,41823,21169,467,1839,162300,1505,251,1581,3612,1943,367,8,690,0,319,285,646,1283,68,51,9,107,106,389,377,73,57,17,031,030104,17031030104,0.25394235997824904,0.15876027830487033,0.5379291251384275,0.10160575858250277,0.19102990033222592,0.1788482834994463,0.6983632112236945,0.03585346843335935
Census Tract 302; Cook County; Illinois,108466,72224,865,5786,527300,1588,191,3838,5791,3221,262,0,494,125,383,1306,1580,4477,558,62,115,248,273,1687,692,354,230,17,031,030200,17031030200,0.14949879018320084,0.04976550286607608,0.5562079088240373,0.0452426178552927,0.08530478328440684,0.27283716111207046,0.661827116372571,0.057627875809693974
Census Tract 303; Cook County; Illinois,68933,52157,463,2956,379700,1124,85,1840,2956,1032,390,8,679,0,385,462,758,2445,515,71,154,215,158,606,379,110,13,17,031,030300,17031030300,0.15663058186738837,0.04619565217391304,0.3491204330175913,0.13193504736129905,0.229702300405954,0.2564276048714479,0.4531697341513292,0.09161554192229038
Census Tract 304; Cook County; Illinois,98909,69586,398,2716,437300,1467,91,1819,2716,1637,161,2,420,0,127,369,500,2216,268,9,38,245,139,906,396,97,75,17,031,030400,17031030400,0.14653902798232696,0.05002748763056625,0.6027245949926362,0.059278350515463915,0.15463917525773196,0.18409425625920472,0.6651624548736462,0.019404332129963953
Census Tract 305; Cook County; Illinois,127055,70375,385,6384,341000,1778,176,4734,6518,4118,433,32,332,0,247,1356,1219,5342,258,204,238,432,126,2090,1505,134,115,17,031,030500,17031030500,0.06030701754385965,0.037177862272919304,0.631788892298251,0.06643142068119055,0.050935869898741944,0.18702055845351334,0.7195806813927368,0.04492699363534258
Census Tract 306.01; Cook County; Illinois,52917,35693,689,3698,322600,1228,172,2282,3907,1611,980,6,686,3,231,390,464,2923,536,58,150,457,154,711,459,89,86,17,031,030601,17031030601,0.18631692806922662,0.07537248028045573,0.41233683132838495,0.25083184028666494,0.17558228820066546,0.1187611978500128,0.4601436879917893,0.07629148135477248
Census Tract 306.03; Cook County; Illinois,49674,47670,515,1972,326300,1185,93,1502,1996,813,604,10,292,0,119,158,259,1614,245,15,104,189,33,608,234,75,31,17,031,030603,17031030603,0.26115618661257606,0.061917443408788284,0.407314629258517,0.3026052104208417,0.1462925851703407,0.12975951903807614,0.587360594795539,0.049566294919454745
Census Tract 306.04; Cook County; Illinois,51688,49365,665,3109,236400,1416,73,2087,3109,1625,465,37,552,29,154,247,238,2572,305,103,53,317,131,872,596,30,47,17,031,030604,17031030604,0.21389514313284014,0.03497843794920939,0.5226761016403988,0.14956577677709876,0.17754905114184624,0.07655194596333226,0.6006998444790047,0.045878693623639166
Census Tract 307.01; Cook County; Illinois,44948,39124,365,1341,271800,1105,121,970,1516,804,454,0,131,0,45,82,184,1307,177,35,44,164,171,392,168,20,48,17,031,030701,17031030701,0.2721849366144668,0.12474226804123711,0.5303430079155673,0.2994722955145119,0.08641160949868074,0.12137203166226913,0.48048967100229534,0.06732976281560832
Census Tract 307.02; Cook County; Illinois,60603,58249,423,2039,197400,1466,230,1328,2039,993,124,0,622,0,91,209,360,1879,161,51,101,56,36,703,507,185,64,17,031,030702,17031030702,0.2074546346248161,0.17319277108433734,0.4870034330554193,0.06081412457086807,0.3050514958312898,0.17655713585090732,0.7764768493879723,0.007982969664715234
